application_id,submission_date,decision_date,applicant_country,visa_type,processing_office,submission_month,submission_year,season,processing_time_days,submission_dayofweek,is_peak_month,quarter,target_days
VISA-0001229,1727654400000000000,2024-11-22,Pakistan,Student,Sydney,9,2024,Autumn,53,0,0,Q3,53
VISA-0001230,1709856000000000000,2024-04-06,UK,Tourist,Berlin,3,2024,Spring,29,4,0,Q1,29
VISA-0001231,1664064000000000000,2022-11-24,Mexico,Student,Dubai,9,2022,Autumn,60,6,0,Q3,60
VISA-0001232,1610150400000000000,2021-02-28,UK,Dependent,Dubai,1,2021,Winter,50,5,0,Q1,50
VISA-0001233,1628985600000000000,2021-09-24,India,Business,Sydney,8,2021,Summer,40,6,1,Q3,40
VISA-0001234,1656374400000000000,2022-08-11,China,Tourist,Dubai,6,2022,Summer,44,1,1,Q2,44
VISA-0001235,1615852800000000000,2021-04-26,France,Dependent,London,3,2021,Spring,41,1,0,Q1,41
VISA-0001236,1689552000000000000,2023-08-18,UK,Business,Dubai,7,2023,Summer,32,0,1,Q3,32
VISA-0001237,1731974400000000000,2025-01-03,Canada,Student,London,11,2024,Autumn,45,1,0,Q4,45
VISA-0001238,1761264000000000000,2025-12-03,Philippines,Tourist,Sydney,10,2025,Autumn,40,4,0,Q4,40
VISA-0001239,1686614400000000000,2023-08-19,India,Work,Ottawa,6,2023,Summer,67,1,1,Q2,67
VISA-0001240,1747353600000000000,2025-06-16,UK,Tourist,Berlin,5,2025,Spring,31,4,0,Q2,31
VISA-0001241,1764806400000000000,2026-01-11,Germany,Tourist,Singapore,12,2025,Winter,38,3,1,Q4,38
VISA-0001242,1745020800000000000,2025-06-18,Mexico,Work,Dubai,4,2025,Spring,60,5,0,Q2,60
VISA-0001243,1682726400000000000,2023-06-05,Brazil,Dependent,Mumbai,4,2023,Spring,37,5,0,Q2,37
VISA-0001244,1660694400000000000,2022-10-09,Mexico,Student,Berlin,8,2022,Summer,53,2,1,Q3,53
VISA-0001245,1763596800000000000,2026-01-06,Nigeria,Dependent,London,11,2025,Autumn,47,3,0,Q4,47
VISA-0001246,1674345600000000000,2023-04-10,Mexico,Dependent,New Delhi,1,2023,Winter,78,6,0,Q1,78
VISA-0001247,1621123200000000000,2021-06-29,Mexico,Tourist,Chennai,5,2021,Spring,44,6,0,Q2,44
VISA-0001248,1734566400000000000,2025-02-02,Philippines,Tourist,Johannesburg,12,2024,Winter,45,3,1,Q4,45
VISA-0001249,1711843200000000000,2024-05-25,Australia,Work,Ottawa,3,2024,Spring,55,6,0,Q1,55
VISA-0001250,1622764800000000000,2021-07-22,Germany,Business,Chennai,6,2021,Summer,48,4,1,Q2,48
VISA-0001251,1644451200000000000,2022-04-18,Brazil,Student,Mumbai,2,2022,Winter,67,3,0,Q1,67
VISA-0001252,1696982400000000000,2023-12-11,Kenya,Work,Berlin,10,2023,Autumn,61,2,0,Q4,61
VISA-0001253,1735862400000000000,2025-02-25,Canada,Work,Paris,1,2025,Winter,53,4,0,Q1,53
VISA-0001254,1651363200000000000,2022-05-29,Australia,Business,London,5,2022,Spring,28,6,0,Q2,28
VISA-0001255,1755216000000000000,2025-10-27,Brazil,Business,Mumbai,8,2025,Summer,73,4,1,Q3,73
VISA-0001256,1679529600000000000,2023-05-05,Pakistan,Tourist,London,3,2023,Spring,43,3,0,Q1,43
VISA-0001257,1739145600000000000,2025-03-13,Canada,Tourist,Berlin,2,2025,Winter,31,0,0,Q1,31
VISA-0001258,1647043200000000000,2022-04-17,Germany,Tourist,Mumbai,3,2022,Spring,36,5,0,Q1,36
VISA-0001259,1615248000000000000,2021-04-20,Brazil,Dependent,Chennai,3,2021,Spring,42,1,0,Q1,42
VISA-0001260,1618099200000000000,2021-06-26,Australia,Dependent,New Delhi,4,2021,Spring,76,6,0,Q2,76
VISA-0001261,1668211200000000000,2022-12-17,China,Business,Sydney,11,2022,Autumn,35,5,0,Q4,35
VISA-0001262,1759708800000000000,2025-11-06,Pakistan,Tourist,Mumbai,10,2025,Autumn,31,0,0,Q4,31
VISA-0001263,1617062400000000000,2021-06-02,Canada,Work,Chennai,3,2021,Spring,64,1,0,Q1,64
VISA-0001264,1667606400000000000,2022-12-10,Australia,Tourist,Mumbai,11,2022,Autumn,35,5,0,Q4,35
VISA-0001265,1626652800000000000,2021-09-30,Nigeria,Student,Paris,7,2021,Summer,73,0,1,Q3,73
VISA-0001266,1756339200000000000,2025-09-30,UK,Tourist,Sydney,8,2025,Summer,33,3,1,Q3,33
VISA-0001267,1715904000000000000,2024-06-20,Australia,Business,Johannesburg,5,2024,Spring,34,4,0,Q2,34
VISA-0001268,1729641600000000000,2024-12-07,Pakistan,Tourist,Ottawa,10,2024,Autumn,45,2,0,Q4,45
VISA-0001269,1721865600000000000,2024-09-21,India,Work,Chennai,7,2024,Summer,58,3,1,Q3,58
VISA-0001270,1713052800000000000,2024-05-16,Mexico,Transit,Chennai,4,2024,Spring,32,6,0,Q2,32
VISA-0001271,1731456000000000000,2024-12-24,Canada,Work,Johannesburg,11,2024,Autumn,41,2,0,Q4,41
VISA-0001272,1610668800000000000,2021-04-14,Australia,Tourist,Dubai,1,2021,Winter,89,4,0,Q1,89
VISA-0001273,1745884800000000000,2025-07-07,Australia,Dependent,Unknown,4,2025,Spring,69,1,0,Q2,69
VISA-0001274,1726099200000000000,2024-10-27,Philippines,Work,Berlin,9,2024,Autumn,45,3,0,Q3,45
VISA-0001275,1726012800000000000,2024-10-26,Australia,Student,Dubai,9,2024,Autumn,45,2,0,Q3,45
VISA-0001276,1671494400000000000,2023-03-01,Mexico,Work,Mumbai,12,2022,Winter,71,1,1,Q4,71
VISA-0001277,1735689600000000000,2025-02-11,UK,Dependent,Berlin,1,2025,Winter,41,2,0,Q1,41
VISA-0001278,1669593600000000000,2023-01-20,Nigeria,Student,Unknown,11,2022,Autumn,53,0,0,Q4,53
VISA-0001279,1617148800000000000,2021-05-24,Mexico,Student,Chennai,3,2021,Spring,54,2,0,Q1,54
VISA-0001280,1752537600000000000,2025-08-21,Mexico,Student,Berlin,7,2025,Summer,37,1,1,Q3,37
VISA-0001281,1646438400000000000,2022-04-17,Nigeria,Tourist,Ottawa,3,2022,Spring,43,5,0,Q1,43
VISA-0001282,1625443200000000000,2021-08-26,Brazil,Business,Chennai,7,2021,Summer,52,0,1,Q3,52
VISA-0001283,1707436800000000000,2024-03-04,Canada,Tourist,New Delhi,2,2024,Winter,24,4,0,Q1,24
VISA-0001284,1646265600000000000,2022-04-23,Brazil,Student,Dubai,3,2022,Spring,51,3,0,Q1,51
VISA-0001285,1744761600000000000,2025-05-30,China,Student,Berlin,4,2025,Spring,44,2,0,Q2,44
VISA-0001286,1679356800000000000,2023-04-20,Kenya,Tourist,Chennai,3,2023,Spring,30,1,0,Q1,30
VISA-0001287,1610150400000000000,2021-03-13,Nigeria,Student,Ottawa,1,2021,Winter,63,5,0,Q1,63
VISA-0001288,1759449600000000000,2025-11-27,China,Work,London,10,2025,Autumn,55,4,0,Q4,55
VISA-0001289,1690588800000000000,2023-09-20,Bangladesh,Tourist,Singapore,7,2023,Summer,53,5,1,Q3,53
VISA-0001290,1650844800000000000,2022-05-17,Australia,Tourist,Paris,4,2022,Spring,22,0,0,Q2,22
VISA-0001291,1716249600000000000,2024-07-03,Nigeria,Dependent,London,5,2024,Spring,43,1,0,Q2,43
VISA-0001292,1693094400000000000,2023-11-02,France,Transit,Sydney,8,2023,Summer,67,6,1,Q3,67
VISA-0001293,1614124800000000000,2021-05-03,Bangladesh,Student,Johannesburg,2,2021,Winter,68,2,0,Q1,68
VISA-0001294,1729209600000000000,2024-10-31,Germany,Tourist,London,10,2024,Autumn,13,4,0,Q4,13
VISA-0001295,1672704000000000000,2023-02-21,Brazil,Tourist,Mumbai,1,2023,Winter,49,1,0,Q1,49
VISA-0001296,1719792000000000000,2024-08-03,India,Tourist,London,7,2024,Summer,33,0,1,Q3,33
VISA-0001297,1750636800000000000,2025-08-29,Brazil,Student,Dubai,6,2025,Summer,67,0,1,Q2,67
VISA-0001298,1705708800000000000,2024-02-26,Australia,Dependent,Johannesburg,1,2024,Winter,37,5,0,Q1,37
VISA-0001299,1715299200000000000,2024-06-17,Unknown,Business,London,5,2024,Spring,38,4,0,Q2,38
VISA-0001300,1649548800000000000,2022-05-04,Germany,Tourist,New Delhi,4,2022,Spring,24,6,0,Q2,24
VISA-0001301,1646870400000000000,2022-03-21,Australia,Transit,Mumbai,3,2022,Spring,11,3,0,Q1,11
VISA-0001302,1674864000000000000,2023-04-05,Nigeria,Student,Ottawa,1,2023,Winter,67,5,0,Q1,67
VISA-0001303,1743897600000000000,2025-05-10,Brazil,Tourist,Mumbai,4,2025,Spring,34,6,0,Q2,34
VISA-0001304,1692057600000000000,2023-10-11,Australia,Student,New Delhi,8,2023,Summer,57,1,1,Q3,57
VISA-0001305,1664323200000000000,2022-11-06,Bangladesh,Tourist,Berlin,9,2022,Autumn,39,2,0,Q3,39
VISA-0001306,1732320000000000000,2024-12-26,Brazil,Dependent,Singapore,11,2024,Autumn,33,5,0,Q4,33
VISA-0001307,1743984000000000000,2025-05-22,Mexico,Student,Chennai,4,2025,Spring,45,0,0,Q2,45
VISA-0001308,1751760000000000000,2025-09-01,Australia,Work,Sydney,7,2025,Summer,57,6,1,Q3,57
VISA-0001309,1656547200000000000,2022-09-07,India,Student,Dubai,6,2022,Summer,69,3,1,Q2,69
VISA-0001310,1721347200000000000,2024-09-05,India,Dependent,Berlin,7,2024,Summer,48,4,1,Q3,48
VISA-0001311,1702512000000000000,2024-02-21,Germany,Work,Johannesburg,12,2023,Winter,69,3,1,Q4,69
VISA-0001312,1680220800000000000,2023-05-23,India,Student,Singapore,3,2023,Spring,53,4,0,Q1,53
VISA-0001313,1672012800000000000,2023-02-02,Canada,Tourist,London,12,2022,Winter,38,0,1,Q4,38
VISA-0001314,1627516800000000000,2021-09-25,Kenya,Dependent,Johannesburg,7,2021,Summer,58,3,1,Q3,58
VISA-0001315,1652745600000000000,2022-07-19,Nigeria,Student,New Delhi,5,2022,Spring,63,1,0,Q2,63
VISA-0001316,1696118400000000000,2023-11-01,Germany,Tourist,Johannesburg,10,2023,Autumn,31,6,0,Q4,31
VISA-0001317,1749168000000000000,2025-08-28,Philippines,Dependent,Mumbai,6,2025,Summer,83,4,1,Q2,83
VISA-0001318,1746057600000000000,2025-05-23,China,Tourist,Mumbai,5,2025,Spring,22,3,0,Q2,22
VISA-0001319,1639008000000000000,2022-02-09,Canada,Tourist,Mumbai,12,2021,Winter,62,3,1,Q4,62
VISA-0001320,1716508800000000000,2024-07-05,Germany,Student,Mumbai,5,2024,Spring,42,4,0,Q2,42
VISA-0001321,1622764800000000000,2021-07-24,China,Tourist,Sydney,6,2021,Summer,50,4,1,Q2,50
VISA-0001322,1715817600000000000,2024-07-07,Bangladesh,Student,Berlin,5,2024,Spring,52,3,0,Q2,52
VISA-0001323,1663372800000000000,2022-10-17,Brazil,Tourist,Paris,9,2022,Autumn,30,5,0,Q3,30
VISA-0001324,1680307200000000000,2023-05-16,Nigeria,Tourist,New Delhi,4,2023,Spring,45,5,0,Q2,45
VISA-0001325,1722556800000000000,2024-09-06,Kenya,Tourist,London,8,2024,Summer,35,4,1,Q3,35
VISA-0001326,1676419200000000000,2023-03-25,Bangladesh,Tourist,Mumbai,2,2023,Winter,38,2,0,Q1,38
VISA-0001327,1736726400000000000,2025-02-13,Bangladesh,Unknown,Mumbai,1,2025,Winter,31,0,0,Q1,31
VISA-0001328,1693526400000000000,2023-11-01,Brazil,Work,Paris,9,2023,Autumn,61,4,0,Q3,61
VISA-0001329,1766880000000000000,2026-02-12,Nigeria,Student,Berlin,12,2025,Winter,46,6,1,Q4,46
VISA-0001330,1710028800000000000,2024-04-20,UK,Student,Chennai,3,2024,Spring,41,6,0,Q1,41
VISA-0001331,1656115200000000000,2022-09-09,India,Work,London,6,2022,Summer,76,5,1,Q2,76
VISA-0001332,1731628800000000000,2024-12-17,Mexico,Tourist,Johannesburg,11,2024,Autumn,32,4,0,Q4,32
VISA-0001333,1673740800000000000,2023-03-05,Bangladesh,Tourist,Dubai,1,2023,Winter,49,6,0,Q1,49
VISA-0001334,1693612800000000000,2023-11-15,Bangladesh,Work,Chennai,9,2023,Autumn,74,5,0,Q3,74
VISA-0001335,1630972800000000000,2021-11-03,China,Student,Johannesburg,9,2021,Autumn,57,1,0,Q3,57
VISA-0001336,1628208000000000000,2021-09-09,France,Business,Chennai,8,2021,Summer,34,4,1,Q3,34
VISA-0001337,1700092800000000000,2023-12-30,Pakistan,Dependent,London,11,2023,Autumn,44,3,0,Q4,44
VISA-0001338,1638835200000000000,2022-02-15,Mexico,Business,Berlin,12,2021,Winter,70,1,1,Q4,70
VISA-0001339,1766707200000000000,2026-03-07,Germany,Tourist,Sydney,12,2025,Winter,71,4,1,Q4,71
VISA-0001340,1744329600000000000,2025-05-16,Kenya,Tourist,New Delhi,4,2025,Spring,35,4,0,Q2,35
VISA-0001341,1719964800000000000,2024-08-04,Nigeria,Tourist,Paris,7,2024,Summer,32,2,1,Q3,32
VISA-0001342,1725235200000000000,2024-09-30,Mexico,Business,Chennai,9,2024,Autumn,28,0,0,Q3,28
VISA-0001343,1703289600000000000,2024-02-08,Brazil,Dependent,Berlin,12,2023,Winter,47,5,1,Q4,47
VISA-0001344,1618963200000000000,2021-06-12,Bangladesh,Dependent,London,4,2021,Spring,52,2,0,Q2,52
VISA-0001345,1671321600000000000,2023-02-02,India,Tourist,Paris,12,2022,Winter,46,6,1,Q4,46
VISA-0001346,1687564800000000000,2023-08-05,Philippines,Dependent,Singapore,6,2023,Summer,42,5,1,Q2,42
VISA-0001347,1753747200000000000,2025-09-22,India,Student,Paris,7,2025,Summer,55,1,1,Q3,55
VISA-0001348,1644019200000000000,2022-03-18,India,Business,Johannesburg,2,2022,Winter,41,5,0,Q1,41
VISA-0001349,1687737600000000000,2023-08-20,Philippines,Unknown,Sydney,6,2023,Summer,55,0,1,Q2,55
VISA-0001350,1663632000000000000,2022-10-20,Germany,Tourist,New Delhi,9,2022,Autumn,30,1,0,Q3,30
VISA-0001351,1630627200000000000,2021-10-11,Australia,Tourist,Sydney,9,2021,Autumn,38,4,0,Q3,38
VISA-0001352,1625702400000000000,2021-08-12,China,Transit,Sydney,7,2021,Summer,35,3,1,Q3,35
VISA-0001353,1667001600000000000,2022-12-21,Mexico,Student,Berlin,10,2022,Autumn,53,5,0,Q4,53
VISA-0001354,1622419200000000000,2021-07-20,Nigeria,Student,Chennai,5,2021,Spring,50,0,0,Q2,50
VISA-0001355,1620000000000000000,2021-07-05,Bangladesh,Student,Berlin,5,2021,Spring,63,0,0,Q2,63
VISA-0001356,1664755200000000000,2022-11-20,Kenya,Student,Ottawa,10,2022,Autumn,48,0,0,Q4,48
VISA-0001357,1641254400000000000,2022-02-19,UK,Dependent,Berlin,1,2022,Winter,46,1,0,Q1,46
VISA-0001358,1696896000000000000,2023-11-14,Pakistan,Tourist,Ottawa,10,2023,Autumn,35,1,0,Q4,35
VISA-0001359,1612224000000000000,2021-03-10,India,Tourist,Ottawa,2,2021,Winter,36,1,0,Q1,36
VISA-0001360,1656979200000000000,2022-08-16,China,Business,Chennai,7,2022,Summer,42,1,1,Q3,42
VISA-0001361,1680912000000000000,2023-05-15,Canada,Student,Singapore,4,2023,Spring,37,5,0,Q2,37
VISA-0001362,1761264000000000000,2025-11-15,UK,Tourist,New Delhi,10,2025,Autumn,22,4,0,Q4,22
VISA-0001363,1709510400000000000,2024-04-09,Brazil,Tourist,Chennai,3,2024,Spring,36,0,0,Q1,36
VISA-0001364,1748304000000000000,2025-06-23,Mexico,Tourist,Ottawa,5,2025,Spring,27,1,0,Q2,27
VISA-0001365,1663545600000000000,2022-10-26,UK,Tourist,Mumbai,9,2022,Autumn,37,0,0,Q3,37
VISA-0001366,1680307200000000000,2023-05-10,France,Tourist,Johannesburg,4,2023,Spring,39,5,0,Q2,39
VISA-0001367,1675728000000000000,2023-03-12,Philippines,Tourist,London,2,2023,Winter,33,1,0,Q1,33
VISA-0001368,1749340800000000000,2025-07-21,Australia,Business,Chennai,6,2025,Summer,43,6,1,Q2,43
VISA-0001369,1760659200000000000,2025-11-14,Germany,Dependent,Chennai,10,2025,Autumn,28,4,0,Q4,28
VISA-0001370,1761177600000000000,2025-12-03,Germany,Dependent,Chennai,10,2025,Autumn,41,3,0,Q4,41
VISA-0001371,1728000000000000000,2024-11-17,Australia,Student,Berlin,10,2024,Autumn,44,4,0,Q4,44
VISA-0001372,1688774400000000000,2023-08-06,Canada,Tourist,Sydney,7,2023,Summer,29,5,1,Q3,29
VISA-0001373,1694736000000000000,2023-10-12,Germany,Transit,Chennai,9,2023,Autumn,27,4,0,Q3,27
VISA-0001374,1764028800000000000,2025-12-21,Kenya,Business,Singapore,11,2025,Autumn,26,1,0,Q4,26
VISA-0001375,1654300800000000000,2022-07-31,Kenya,Student,Berlin,6,2022,Summer,57,5,1,Q2,57
VISA-0001376,1664064000000000000,2022-10-28,Bangladesh,Tourist,Ottawa,9,2022,Autumn,33,6,0,Q3,33
VISA-0001377,1750896000000000000,2025-07-25,Germany,Tourist,Sydney,6,2025,Summer,29,3,1,Q2,29
VISA-0001378,1670371200000000000,2023-02-07,Australia,Student,Berlin,12,2022,Winter,62,2,1,Q4,62
VISA-0001379,1646524800000000000,2022-04-18,France,Student,Mumbai,3,2022,Spring,43,6,0,Q1,43
VISA-0001380,1697760000000000000,2023-11-15,Australia,Tourist,Paris,10,2023,Autumn,26,4,0,Q4,26
VISA-0001381,1660694400000000000,2022-09-13,France,Transit,Chennai,8,2022,Summer,27,2,1,Q3,27
VISA-0001382,1749859200000000000,2025-08-26,Nigeria,Work,New Delhi,6,2025,Summer,73,5,1,Q2,73
VISA-0001383,1752796800000000000,2025-09-12,Germany,Work,Sydney,7,2025,Summer,56,4,1,Q3,56
VISA-0001384,1657670400000000000,2022-08-26,Nigeria,Tourist,Singapore,7,2022,Summer,44,2,1,Q3,44
VISA-0001385,1692921600000000000,2023-10-11,France,Business,Paris,8,2023,Summer,47,4,1,Q3,47
VISA-0001386,1764547200000000000,2026-01-10,France,Business,London,12,2025,Winter,40,0,1,Q4,40
VISA-0001387,1726444800000000000,2024-10-18,Kenya,Tourist,Ottawa,9,2024,Autumn,32,0,0,Q3,32
VISA-0001388,1643414400000000000,2022-04-22,Bangladesh,Work,Dubai,1,2022,Winter,83,5,0,Q1,83
VISA-0001389,1702598400000000000,2024-03-10,Philippines,Work,Chennai,12,2023,Winter,86,4,1,Q4,86
VISA-0001390,1707177600000000000,2024-03-20,Canada,Dependent,Singapore,2,2024,Winter,43,1,0,Q1,43
VISA-0001391,1712448000000000000,2024-05-11,Bangladesh,Tourist,London,4,2024,Spring,34,6,0,Q2,34
VISA-0001392,1613347200000000000,2021-04-17,Pakistan,Dependent,Chennai,2,2021,Winter,61,0,0,Q1,61
VISA-0001393,1656633600000000000,2022-09-09,Pakistan,Student,Mumbai,7,2022,Summer,70,4,1,Q3,70
VISA-0001394,1744156800000000000,2025-04-29,UK,Tourist,Berlin,4,2025,Spring,20,2,0,Q2,20
VISA-0001395,1647475200000000000,2022-05-02,France,Tourist,New Delhi,3,2022,Spring,46,3,0,Q1,46
VISA-0001396,1656633600000000000,2022-08-02,Canada,Tourist,Paris,7,2022,Summer,32,4,1,Q3,32
VISA-0001397,1660262400000000000,2022-10-06,Philippines,Unknown,Johannesburg,8,2022,Summer,55,4,1,Q3,55
VISA-0001398,1637366400000000000,2022-01-23,Germany,Student,Mumbai,11,2021,Autumn,64,5,0,Q4,64
VISA-0001399,1633910400000000000,2021-11-21,France,Business,Mumbai,10,2021,Autumn,41,0,0,Q4,41
VISA-0001400,1664150400000000000,2022-10-21,Germany,Tourist,Johannesburg,9,2022,Autumn,25,0,0,Q3,25
VISA-0001401,1747267200000000000,2025-05-26,France,Transit,Mumbai,5,2025,Spring,11,3,0,Q2,11
VISA-0001402,1609632000000000000,2021-02-08,France,Tourist,Ottawa,1,2021,Winter,36,6,0,Q1,36
VISA-0001403,1654041600000000000,2022-08-13,Kenya,Work,Singapore,6,2022,Summer,73,2,1,Q2,73
VISA-0001404,1618963200000000000,2021-06-13,Bangladesh,Dependent,Mumbai,4,2021,Spring,53,2,0,Q2,53
VISA-0001405,1697932800000000000,2023-12-13,Mexico,Dependent,Berlin,10,2023,Autumn,52,6,0,Q4,52
VISA-0001406,1648944000000000000,2022-06-12,Pakistan,Work,Unknown,4,2022,Spring,70,6,0,Q2,70
VISA-0001407,1734307200000000000,2025-03-02,UK,Business,Ottawa,12,2024,Winter,76,0,1,Q4,76
VISA-0001408,1701648000000000000,2024-01-10,China,Tourist,Johannesburg,12,2023,Winter,37,0,1,Q4,37
VISA-0001409,1733011200000000000,2024-12-13,Germany,Tourist,Berlin,12,2024,Winter,12,6,1,Q4,12
VISA-0001410,1709510400000000000,2024-04-17,Pakistan,Student,London,3,2024,Spring,44,0,0,Q1,44
VISA-0001411,1678579200000000000,2023-04-11,Kenya,Tourist,Johannesburg,3,2023,Spring,30,6,0,Q1,30
VISA-0001412,1745193600000000000,2025-06-05,Canada,Student,Dubai,4,2025,Spring,45,0,0,Q2,45
VISA-0001413,1684540800000000000,2023-08-07,Australia,Tourist,Mumbai,5,2023,Spring,79,5,0,Q2,79
VISA-0001414,1759190400000000000,2025-11-13,Philippines,Dependent,Ottawa,9,2025,Autumn,44,1,0,Q3,44
VISA-0001415,1766275200000000000,2026-01-31,Bangladesh,Dependent,Chennai,12,2025,Winter,41,6,1,Q4,41
VISA-0001416,1702252800000000000,2024-01-17,UK,Unknown,Berlin,12,2023,Winter,37,0,1,Q4,37
VISA-0001417,1715817600000000000,2024-08-04,Bangladesh,Business,Singapore,5,2024,Spring,80,3,0,Q2,80
VISA-0001418,1649721600000000000,2022-05-06,Australia,Tourist,New Delhi,4,2022,Spring,24,1,0,Q2,24
VISA-0001419,1737849600000000000,2025-04-18,Canada,Tourist,Paris,1,2025,Winter,82,6,0,Q1,82
VISA-0001420,1715299200000000000,2024-07-03,Germany,Work,Johannesburg,5,2024,Spring,54,4,0,Q2,54
VISA-0001421,1751760000000000000,2025-09-02,Kenya,Work,Unknown,7,2025,Summer,58,6,1,Q3,58
VISA-0001422,1651536000000000000,2022-06-14,Mexico,Student,Berlin,5,2022,Spring,42,1,0,Q2,42
VISA-0001423,1733616000000000000,2025-03-16,Mexico,Student,London,12,2024,Winter,98,6,1,Q4,98
VISA-0001424,1683590400000000000,2023-07-02,Philippines,Student,Mumbai,5,2023,Spring,54,1,0,Q2,54
VISA-0001425,1638576000000000000,2022-01-12,Germany,Tourist,Johannesburg,12,2021,Winter,39,5,1,Q4,39
VISA-0001426,1636416000000000000,2021-12-15,Kenya,Tourist,Ottawa,11,2021,Autumn,36,1,0,Q4,36
VISA-0001427,1698019200000000000,2023-12-13,France,Student,London,10,2023,Autumn,51,0,0,Q4,51
VISA-0001428,1659744000000000000,2022-09-27,France,Work,Paris,8,2022,Summer,52,5,1,Q3,52
VISA-0001429,1625443200000000000,2021-08-08,Philippines,Transit,Berlin,7,2021,Summer,34,0,1,Q3,34
VISA-0001430,1676764800000000000,2023-04-15,UK,Student,Paris,2,2023,Winter,55,6,0,Q1,55
VISA-0001431,1712361600000000000,2024-04-28,Canada,Business,Singapore,4,2024,Spring,22,5,0,Q2,22
VISA-0001432,1659744000000000000,2022-09-14,Philippines,Business,Singapore,8,2022,Summer,39,5,1,Q3,39
VISA-0001433,1760054400000000000,2025-11-14,Canada,Tourist,Mumbai,10,2025,Autumn,35,4,0,Q4,35
VISA-0001434,1732320000000000000,2025-01-17,India,Work,Mumbai,11,2024,Autumn,55,5,0,Q4,55
VISA-0001435,1690243200000000000,2023-09-13,France,Student,Chennai,7,2023,Summer,50,1,1,Q3,50
VISA-0001436,1756771200000000000,2025-10-28,France,Work,Dubai,9,2025,Autumn,56,1,0,Q3,56
VISA-0001437,1677715200000000000,2023-04-05,Pakistan,Tourist,Dubai,3,2023,Spring,34,3,0,Q1,34
VISA-0001438,1631404800000000000,2021-10-31,India,Dependent,Singapore,9,2021,Autumn,49,6,0,Q3,49
VISA-0001439,1615075200000000000,2021-04-03,China,Transit,Singapore,3,2021,Spring,27,6,0,Q1,27
VISA-0001440,1757289600000000000,2025-10-07,China,Tourist,Paris,9,2025,Autumn,29,0,0,Q3,29
VISA-0001441,1760745600000000000,2025-11-14,Germany,Tourist,New Delhi,10,2025,Autumn,27,5,0,Q4,27
VISA-0001442,1726012800000000000,2024-09-29,Canada,Tourist,Berlin,9,2024,Autumn,18,2,0,Q3,18
VISA-0001443,1625616000000000000,2021-08-17,Mexico,Business,Singapore,7,2021,Summer,41,2,1,Q3,41
VISA-0001444,1655683200000000000,2022-08-23,Australia,Work,Johannesburg,6,2022,Summer,64,0,1,Q2,64
VISA-0001445,1615852800000000000,2021-06-08,Australia,Tourist,London,3,2021,Spring,84,1,0,Q1,84
VISA-0001446,1617494400000000000,2021-05-05,Germany,Business,Paris,4,2021,Spring,31,6,0,Q2,31
VISA-0001447,1648252800000000000,2022-05-09,Brazil,Student,Ottawa,3,2022,Spring,44,5,0,Q1,44
VISA-0001448,1699660800000000000,2024-01-08,Bangladesh,Student,Mumbai,11,2023,Autumn,58,5,0,Q4,58
VISA-0001449,1619740800000000000,2021-06-20,Canada,Student,London,4,2021,Spring,51,4,0,Q2,51
VISA-0001450,1764633600000000000,2026-01-18,Australia,Student,Chennai,12,2025,Winter,47,1,1,Q4,47
VISA-0001451,1681171200000000000,2023-06-07,China,Student,Johannesburg,4,2023,Spring,57,1,0,Q2,57
VISA-0001452,1651017600000000000,2022-06-07,Germany,Tourist,Mumbai,4,2022,Spring,41,2,0,Q2,41
VISA-0001453,1690761600000000000,2023-10-07,Pakistan,Student,Mumbai,7,2023,Summer,68,0,1,Q3,68
VISA-0001454,1734048000000000000,2025-03-15,Germany,Dependent,Dubai,12,2024,Winter,92,4,1,Q4,92
VISA-0001455,1658707200000000000,2022-09-27,Philippines,Student,Dubai,7,2022,Summer,64,0,1,Q3,64
VISA-0001456,1616889600000000000,2021-05-16,Canada,Dependent,Dubai,3,2021,Spring,49,6,0,Q1,49
VISA-0001457,1617494400000000000,2021-06-13,Germany,Work,Mumbai,4,2021,Spring,70,6,0,Q2,70
