case_status,application_date,decision_date,processing_office,applicant_country,applicant_age,education_level,job_title,occupation_category,prevailing_wage,wage_category,full_time_position,processing_time,season
C,2022-10-08,2022-11-01,POTOMAC SERVICE CENTER,INDIA,43.0,MASTER'S,BI CONSULTANT - I,ENGINEERING,68827.0,MEDIUM,N,24,Fall
W,2022-12-21,2023-01-08,VERMONT SERVICE CENTER,INDIA,53.0,MASTER'S,SR DEVOPS ENGINEER,IT,68827.0,MEDIUM,Y,18,Winter
C,2022-04-16,2022-05-13,CALIFORNIA SERVICE CENTER,PHILIPPINES,58.0,MASTER'S,SOLUTIONS ARCHITECT,IT,95160.0,MEDIUM,Y,27,Spring
C,2022-07-14,2022-08-08,POTOMAC SERVICE CENTER,INDIA,25.0,BACHELOR'S,.NET DEVELOPER,IT,85197.0,MEDIUM,Y,25,Summer
C,2022-05-19,2022-07-01,TEXAS SERVICE CENTER,MEXICO,36.0,MASTER'S,ATG DEVELOPER,ENGINEERING,90646.0,MEDIUM,Y,43,Spring
C,2022-06-07,2022-07-04,CALIFORNIA SERVICE CENTER,INDIA,39.0,BACHELOR'S,VICE PRESIDENT; TEAM MANAGER - SYS ENG,OTHER,116875.0,HIGH,N,27,Summer
C,2022-10-25,2022-11-21,POTOMAC SERVICE CENTER,INDIA,52.0,DOCTORATE,PROJECT MANAGER,FINANCE,98176.0,MEDIUM,Y,27,Fall
C,2022-11-08,2022-11-18,CALIFORNIA SERVICE CENTER,CHINA,41.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,107806.0,HIGH,N,10,Fall
C,2022-11-25,2022-12-15,POTOMAC SERVICE CENTER,INDIA,42.0,MASTER'S,SYSTEMS ANALYST,IT,95160.0,MEDIUM,Y,20,Fall
C,2022-08-30,2022-10-25,CALIFORNIA SERVICE CENTER,INDIA,51.0,BACHELOR'S,SOFTWARE ENGINEER,IT,101566.0,HIGH,N,56,Summer
C,2022-10-04,2022-11-04,TEXAS SERVICE CENTER,INDIA,38.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,85197.0,MEDIUM,Y,31,Fall
C,2022-09-23,2022-11-10,POTOMAC SERVICE CENTER,INDIA,40.0,MASTER'S,AVP; CNSLT - APPS PROG,IT,107806.0,HIGH,Y,48,Fall
C,2022-10-05,2022-10-29,NEBRASKA SERVICE CENTER,INDIA,55.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,90646.0,MEDIUM,Y,24,Fall
C,2022-11-28,2022-12-25,CALIFORNIA SERVICE CENTER,CANADA,37.0,MASTER'S,COMPUTER PROGRAMMER,ENGINEERING,46301.0,LOW,Y,27,Fall
C,2022-07-28,2022-09-17,CALIFORNIA SERVICE CENTER,INDIA,22.0,BACHELOR'S,TECHNOLOGY ARCHITECT - US,OTHER,98176.0,MEDIUM,Y,51,Summer
C,2022-10-23,2022-12-08,POTOMAC SERVICE CENTER,INDIA,31.0,BACHELOR'S,"SENIOR MANAGER, TECHNICAL SERVICES",IT,124301.0,HIGH,Y,46,Fall
C,2022-04-12,2022-04-29,POTOMAC SERVICE CENTER,INDIA,41.0,BACHELOR'S,SOLUTIONS ARCHITECT-VISTARA IMPLEMENTATION,IT,79498.0,MEDIUM,Y,17,Spring
C,2022-04-01,2022-04-27,VERMONT SERVICE CENTER,CHINA,34.0,MASTER'S,ASSISTANT VICE PRESIDENT; PRODUCTION SERVICES LEAD,ENGINEERING,85197.0,MEDIUM,Y,26,Spring
W,2022-01-28,2022-02-23,TEXAS SERVICE CENTER,INDIA,28.0,MASTER'S,PROJECT MANAGER,IT,98176.0,MEDIUM,Y,26,Winter
C,2022-11-02,2022-12-24,VERMONT SERVICE CENTER,INDIA,36.0,BACHELOR'S,SENIOR SOFTWARE QUALITY ASSURANCE TESTER,ENGINEERING,93475.0,MEDIUM,Y,52,Fall
C,2022-06-11,2022-07-31,TEXAS SERVICE CENTER,INDIA,55.0,BACHELOR'S,IT BUSINESS ANALYST,EDUCATION,60798.0,MEDIUM,Y,50,Summer
C,2022-02-02,2022-02-25,POTOMAC SERVICE CENTER,INDIA,26.0,BACHELOR'S,SR. CONSULTANT PROFESSIONAL SERVICES,FINANCE,59696.0,LOW,Y,23,Winter
C,2022-02-16,2022-04-10,TEXAS SERVICE CENTER,INDIA,47.0,MASTER'S,ASSOCIATE SPECIALIST-TECHNOLOGY/APPLICATION PROGRAMMER,FINANCE,90646.0,MEDIUM,Y,53,Winter
C,2022-09-06,2022-09-25,POTOMAC SERVICE CENTER,INDIA,53.0,MASTER'S,PROGRAMMER ANALYST,OTHER,62754.0,MEDIUM,Y,19,Fall
C,2022-10-26,2022-12-19,NEBRASKA SERVICE CENTER,INDIA,47.0,MASTER'S,SOLUTION ARCHITECT,IT,101566.0,HIGH,Y,54,Fall
C,2022-10-05,2022-10-15,TEXAS SERVICE CENTER,CHINA,32.0,MASTER'S,PROGRAMMER ANALYST,MEDICAL,46301.0,LOW,N,10,Fall
C,2022-06-12,2022-07-27,NEBRASKA SERVICE CENTER,MEXICO,36.0,MASTER'S,WINDOWS ADMINISTRATOR,IT,73195.0,MEDIUM,Y,45,Summer
C,2022-05-21,2022-07-19,CALIFORNIA SERVICE CENTER,CHINA,45.0,MASTER'S,AVP; BUSINESS SOLUTION CONSULTANT - TECH,FINANCE,101566.0,HIGH,Y,59,Spring
C,2022-06-02,2022-07-22,TEXAS SERVICE CENTER,INDIA,41.0,MASTER'S,SPECIALIST MASTER,FINANCE,101192.0,HIGH,Y,50,Summer
C,2022-10-11,2022-11-05,VERMONT SERVICE CENTER,PHILIPPINES,56.0,MASTER'S,SENIOR SOFTWARE AUTOMATION TEST ENGINEER,IT,90646.0,MEDIUM,Y,25,Fall
C,2022-10-11,2022-10-27,TEXAS SERVICE CENTER,PHILIPPINES,30.0,DOCTORATE,BUYER/PURCHASING AGENT,ENGINEERING,19.55,LOW,Y,16,Fall
C,2022-07-12,2022-08-17,POTOMAC SERVICE CENTER,CANADA,40.0,MASTER'S,SOFTWARE ENGINEER,EDUCATION,68827.0,MEDIUM,Y,36,Summer
C,2022-07-03,2022-07-30,POTOMAC SERVICE CENTER,INDIA,59.0,BACHELOR'S,SENIOR SOFTWARE CONSULTANT (.NET CONSULTANT),FINANCE,90646.0,MEDIUM,Y,27,Summer
C,2022-06-19,2022-07-07,POTOMAC SERVICE CENTER,INDIA,28.0,MASTER'S,BUSINESS ANALYST,FINANCE,54059.0,LOW,Y,18,Summer
C,2022-09-19,2022-10-18,NEBRASKA SERVICE CENTER,INDIA,40.0,MASTER'S,BI CONSULTANT - I,IT,60798.0,MEDIUM,Y,29,Fall
C,2022-04-30,2022-06-12,POTOMAC SERVICE CENTER,INDIA,31.0,MASTER'S,BI CONSULTANT - I,IT,68827.0,MEDIUM,Y,43,Spring
C,2022-01-09,2022-02-03,NEBRASKA SERVICE CENTER,INDIA,59.0,MASTER'S,SENIOR SYSTEMS ANALYST,ENGINEERING,78957.0,MEDIUM,Y,25,Winter
C,2022-11-16,2023-01-09,CALIFORNIA SERVICE CENTER,INDIA,51.0,BACHELOR'S,SYSTEMS ANALYST-QA,IT,62754.0,MEDIUM,Y,54,Fall
C,2022-10-22,2022-11-22,NEBRASKA SERVICE CENTER,INDIA,25.0,BACHELOR'S,SYSTEMS DEVELOPER -II,ENGINEERING,85197.0,MEDIUM,Y,31,Fall
C,2022-11-12,2023-01-08,VERMONT SERVICE CENTER,CANADA,49.0,MASTER'S,QA ANALYST - II,IT,76586.0,MEDIUM,N,57,Fall
C,2022-06-17,2022-07-13,TEXAS SERVICE CENTER,INDIA,37.0,MASTER'S,SOFTWARE DEVELOPER- VISTARA PLATFORM ENGINEERING,IT,85197.0,MEDIUM,N,26,Summer
C,2022-10-19,2022-12-08,VERMONT SERVICE CENTER,CHINA,42.0,MASTER'S,JAVA DEVELOPER - I,IT,68827.0,MEDIUM,Y,50,Fall
C,2022-05-18,2022-07-09,TEXAS SERVICE CENTER,INDIA,57.0,BACHELOR'S,PROGRAMMER ANALYST,FINANCE,62754.0,MEDIUM,Y,52,Spring
C,2022-04-04,2022-05-10,POTOMAC SERVICE CENTER,INDIA,47.0,MASTER'S,DEVELOPER,IT,67891.0,MEDIUM,Y,36,Spring
C,2022-01-16,2022-03-05,POTOMAC SERVICE CENTER,INDIA,26.0,BACHELOR'S,SYSTEMS DEVELOPER -II,IT,85197.0,MEDIUM,Y,48,Winter
C,2022-02-14,2022-04-05,NEBRASKA SERVICE CENTER,CHINA,26.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,OTHER,107806.0,HIGH,Y,50,Winter
C,2022-08-24,2022-10-02,VERMONT SERVICE CENTER,CHINA,56.0,BACHELOR'S,PRODUCTION SERVICES LEAD,IT,79498.0,MEDIUM,Y,39,Summer
C,2022-09-29,2022-11-06,CALIFORNIA SERVICE CENTER,INDIA,44.0,MASTER'S,BI CONSULTANT - II,IT,85197.0,MEDIUM,Y,38,Fall
C,2022-06-08,2022-06-27,TEXAS SERVICE CENTER,PHILIPPINES,29.0,MASTER'S,BI CONSULTANT - II,MEDICAL,85197.0,MEDIUM,Y,19,Summer
C,2022-12-09,2023-01-11,NEBRASKA SERVICE CENTER,INDIA,58.0,BACHELOR'S,SOLUTION ARCHITECT,IT,101566.0,HIGH,N,33,Winter
C,2022-10-18,2022-12-12,NEBRASKA SERVICE CENTER,INDIA,26.0,BACHELOR'S,COMPUTER SYSTEMS ANALYST,MEDICAL,111363.0,HIGH,Y,55,Fall
C,2022-01-04,2022-02-07,POTOMAC SERVICE CENTER,INDIA,42.0,MASTER'S,APPLICATION PROGRAMMER/.NET DEVELOPER,MEDICAL,51.83,LOW,Y,34,Winter
C,2022-10-16,2022-10-28,POTOMAC SERVICE CENTER,INDIA,37.0,BACHELOR'S,SOFTWARE ENGINEER,IT,68827.0,MEDIUM,Y,12,Fall
C,2022-09-07,2022-09-20,VERMONT SERVICE CENTER,INDIA,41.0,BACHELOR'S,BI CONSULTANT - II,IT,85197.0,MEDIUM,Y,13,Fall
C,2022-06-23,2022-07-11,POTOMAC SERVICE CENTER,INDIA,26.0,BACHELOR'S,MANAGER-SOFTWARE/APPLICATION ARCHITECT,ENGINEERING,101566.0,HIGH,Y,18,Summer
C,2022-05-26,2022-06-24,POTOMAC SERVICE CENTER,CHINA,57.0,MASTER'S,JAVA DEVELOPER - II,IT,85197.0,MEDIUM,Y,29,Spring
C,2022-02-24,2022-03-25,POTOMAC SERVICE CENTER,CHINA,44.0,MASTER'S,TECHNOLOGY LEAD - US,IT,78957.0,MEDIUM,Y,29,Winter
C,2022-07-24,2022-09-03,POTOMAC SERVICE CENTER,INDIA,48.0,MASTER'S,AVP; TECH PROG ASSOCIATE,IT,68827.0,MEDIUM,N,41,Summer
C,2022-12-08,2023-01-15,CALIFORNIA SERVICE CENTER,CANADA,36.0,BACHELOR'S,NETWORK/SYSTEM ENGINEER IV,EDUCATION,58.67,LOW,Y,38,Winter
C,2022-06-01,2022-06-23,NEBRASKA SERVICE CENTER,MEXICO,49.0,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,IT,98883.0,MEDIUM,Y,22,Summer
C,2022-03-31,2022-04-15,TEXAS SERVICE CENTER,INDIA,35.0,BACHELOR'S,SALESFORCE DEVELOPER,IT,85197.0,MEDIUM,Y,15,Spring
C,2022-05-09,2022-07-06,POTOMAC SERVICE CENTER,CHINA,40.0,MASTER'S,DEVELOPER,IT,68827.0,MEDIUM,Y,58,Spring
C,2022-11-18,2022-12-09,POTOMAC SERVICE CENTER,INDIA,24.0,MASTER'S,JAVA DEVELOPER - II,IT,85197.0,MEDIUM,Y,21,Fall
C,2022-07-18,2022-08-04,TEXAS SERVICE CENTER,PHILIPPINES,23.0,MASTER'S,COMPUTER PROGRAMMER ANALYST,FINANCE,78957.0,MEDIUM,Y,17,Summer
C,2022-09-02,2022-10-05,TEXAS SERVICE CENTER,CHINA,28.0,MASTER'S,BI CONSULTANT - II,IT,85197.0,MEDIUM,N,33,Fall
C,2022-05-11,2022-05-30,POTOMAC SERVICE CENTER,INDIA,56.0,MASTER'S,ENGINEERING ANALYST,IT,62754.0,MEDIUM,Y,19,Spring
C,2022-07-09,2022-08-25,NEBRASKA SERVICE CENTER,INDIA,41.0,MASTER'S,OFFICER; TECHNOLOGY ASSOCIATE,IT,62754.0,MEDIUM,Y,47,Summer
C,2022-12-14,2023-02-03,TEXAS SERVICE CENTER,PHILIPPINES,51.0,MASTER'S,BUSINESS ANALYST - ANALYTICS,IT,54059.0,LOW,N,51,Winter
CW,2022-05-26,2022-07-18,POTOMAC SERVICE CENTER,INDIA,38.0,MASTER'S,QA ANALYST,IT,76586.0,MEDIUM,Y,53,Spring
C,2022-08-29,2022-10-06,CALIFORNIA SERVICE CENTER,INDIA,42.0,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,IT,90646.0,MEDIUM,Y,38,Summer
C,2022-10-10,2022-11-04,POTOMAC SERVICE CENTER,INDIA,41.0,DOCTORATE,OFFICER; TECHNOLOGY ASSOCIATE,MEDICAL,68827.0,MEDIUM,Y,25,Fall
W,2022-06-02,2022-07-07,TEXAS SERVICE CENTER,INDIA,42.0,MASTER'S,ORACLE APPLICATIONS CONSULTANT II,IT,117936.0,HIGH,Y,35,Summer
C,2022-06-13,2022-07-19,CALIFORNIA SERVICE CENTER,INDIA,25.0,MASTER'S,SENIOR SOLUTION ENGINEER,IT,83304.0,MEDIUM,Y,36,Summer
C,2022-06-15,2022-08-01,POTOMAC SERVICE CENTER,CHINA,22.0,BACHELOR'S,SOFTWARE ENGINEER,IT,90646.0,MEDIUM,Y,47,Summer
C,2022-02-20,2022-03-06,NEBRASKA SERVICE CENTER,CHINA,24.0,BACHELOR'S,RF ENGINEER,IT,71843.0,MEDIUM,Y,14,Winter
C,2022-07-19,2022-09-12,POTOMAC SERVICE CENTER,CANADA,37.0,BACHELOR'S,SOFTWARE ENGINEER,IT,70554.0,MEDIUM,Y,55,Summer
C,2022-07-03,2022-08-20,TEXAS SERVICE CENTER,INDIA,24.0,BACHELOR'S,TECHNOLOGY ANALYST - US - PRACTITIONER,IT,62754.0,MEDIUM,Y,48,Summer
C,2022-07-03,2022-07-15,POTOMAC SERVICE CENTER,SOUTH KOREA,41.0,MASTER'S,SR. MARKETING ANALYST (15-1199.08 BUSINESS INTELLIGENCE AN),FINANCE,79498.0,MEDIUM,Y,12,Summer
C,2022-08-20,2022-09-04,CALIFORNIA SERVICE CENTER,INDIA,47.0,DOCTORATE,SENIOR DEVELOPER,ENGINEERING,40.96,LOW,Y,15,Summer
C,2022-10-09,2022-12-03,TEXAS SERVICE CENTER,INDIA,53.0,MASTER'S,SENIOR SOFTWARE DEVELOPER (PEGA ARCHITECT),ENGINEERING,90646.0,MEDIUM,Y,55,Fall
C,2022-10-02,2022-10-24,CALIFORNIA SERVICE CENTER,INDIA,33.0,MASTER'S,VP; CONSULTANT II - DB ANLT/ADM,IT,71323.0,MEDIUM,Y,22,Fall
C,2022-05-15,2022-07-03,CALIFORNIA SERVICE CENTER,INDIA,37.0,BACHELOR'S,COMPUTER AND INFORMATION RESEARCH SCIENTIST,IT,45469.0,LOW,Y,49,Spring
C,2022-09-06,2022-10-07,CALIFORNIA SERVICE CENTER,INDIA,29.0,MASTER'S,DATA ANALYST,IT,54059.0,LOW,Y,31,Fall
C,2022-02-20,2022-03-28,TEXAS SERVICE CENTER,INDIA,55.0,MASTER'S,ORACLE APPLICATIONS DBA - II,IT,85197.0,MEDIUM,Y,36,Winter
W,2022-02-02,2022-03-09,NEBRASKA SERVICE CENTER,INDIA,57.0,BACHELOR'S,COMPUTER PROGRAMMER,IT,46301.0,LOW,Y,35,Winter
C,2022-06-07,2022-06-22,CALIFORNIA SERVICE CENTER,CHINA,41.0,BACHELOR'S,SR.PROGRAMMER ANALYST,IT,79414.0,MEDIUM,Y,15,Summer
C,2022-07-14,2022-08-09,NEBRASKA SERVICE CENTER,INDIA,50.0,DOCTORATE,DEVELOPER,IT,67891.0,MEDIUM,Y,26,Summer
C,2022-01-15,2022-01-27,POTOMAC SERVICE CENTER,INDIA,37.0,MASTER'S,COMPUTER PROGRAMMER,EDUCATION,89502.0,MEDIUM,Y,12,Winter
C,2022-10-31,2022-12-29,TEXAS SERVICE CENTER,INDIA,38.0,MASTER'S,FAMILY MEDICINE PRACTITIONER,MEDICAL,187200.0,HIGH,Y,59,Fall
W,2022-04-11,2022-05-01,POTOMAC SERVICE CENTER,INDIA,40.0,BACHELOR'S,FAMILY MEDICINE PRACTITIONER,IT,187200.0,HIGH,Y,20,Spring
C,2022-12-13,2023-02-08,CALIFORNIA SERVICE CENTER,MEXICO,46.0,DOCTORATE,COMPUTER PROGRAMMER,IT,63669.0,MEDIUM,Y,57,Winter
C,2022-03-28,2022-04-24,CALIFORNIA SERVICE CENTER,CHINA,51.0,MASTER'S,.NET DEVELOPER,IT,72987.0,MEDIUM,Y,27,Spring
C,2022-12-26,2023-02-23,POTOMAC SERVICE CENTER,CANADA,29.0,BACHELOR'S,SENIOR .NET DEVELOPER,MEDICAL,58718.0,LOW,N,59,Winter
C,2022-03-24,2022-04-09,NEBRASKA SERVICE CENTER,CHINA,31.0,MASTER'S,BUSINESS ANALYST,MEDICAL,63315.0,MEDIUM,Y,16,Spring
CW,2022-12-11,2023-02-03,VERMONT SERVICE CENTER,CANADA,32.0,MASTER'S,PROGRAMMER ANALYST,IT,66518.0,MEDIUM,Y,54,Winter
C,2022-04-22,2022-05-10,POTOMAC SERVICE CENTER,CHINA,39.0,MASTER'S,SENIOR PEOPLESOFT SPECIALIST,IT,103272.0,HIGH,Y,18,Spring
C,2022-01-06,2022-02-18,POTOMAC SERVICE CENTER,CHINA,37.0,MASTER'S,SOFTWARE ENGINEER,IT,44.24,LOW,Y,43,Winter
C,2022-12-03,2023-01-24,TEXAS SERVICE CENTER,INDIA,24.0,MASTER'S,SENIOR PROGRAMMER ANALYST,IT,106100.0,HIGH,Y,52,Winter
C,2022-12-04,2023-01-28,VERMONT SERVICE CENTER,INDIA,58.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,OTHER,110490.0,HIGH,Y,55,Winter
C,2022-07-27,2022-08-25,CALIFORNIA SERVICE CENTER,CHINA,28.0,BACHELOR'S,SOFTWARE ENGINEER,MEDICAL,90646.0,MEDIUM,Y,29,Summer
C,2022-06-17,2022-07-18,VERMONT SERVICE CENTER,INDIA,58.0,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,IT,53.12,LOW,Y,31,Summer
C,2022-07-08,2022-08-12,CALIFORNIA SERVICE CENTER,INDIA,40.0,BACHELOR'S,COLD FUSION APPLICATION DEVELOPER,IT,70803.0,MEDIUM,Y,35,Summer
C,2022-11-14,2022-11-26,TEXAS SERVICE CENTER,INDIA,41.0,MASTER'S,WORKDAY CONSULTANT,IT,83304.0,MEDIUM,Y,12,Fall
C,2022-06-03,2022-07-06,POTOMAC SERVICE CENTER,INDIA,41.0,BACHELOR'S,PROGRAMMER ANALYST,IT,43.58,LOW,Y,33,Summer
W,2022-12-30,2023-02-10,VERMONT SERVICE CENTER,INDIA,33.0,MASTER'S,PROGRAMMER ANALYST,FINANCE,66518.0,MEDIUM,Y,42,Winter
C,2022-03-10,2022-05-02,VERMONT SERVICE CENTER,INDIA,49.0,MASTER'S,PEOPLESOFT SPECIALIST,IT,83304.0,MEDIUM,Y,53,Spring
C,2022-05-29,2022-06-27,VERMONT SERVICE CENTER,CANADA,43.0,MASTER'S,SOFTWARE ENGINEER,ENGINEERING,34.04,LOW,Y,29,Spring
C,2022-03-13,2022-04-26,NEBRASKA SERVICE CENTER,PHILIPPINES,38.0,BACHELOR'S,RESEARCH FELLOW,ENGINEERING,26.69,LOW,Y,44,Spring
C,2022-06-22,2022-08-05,VERMONT SERVICE CENTER,INDIA,27.0,BACHELOR'S,SYSTEMS ADMINISTRATOR,IT,85280.0,MEDIUM,Y,44,Summer
CW,2022-12-15,2023-02-07,VERMONT SERVICE CENTER,INDIA,42.0,MASTER'S,BUSINESS ANALYST,ENGINEERING,83304.0,MEDIUM,Y,54,Winter
CW,2022-10-02,2022-11-04,TEXAS SERVICE CENTER,INDIA,26.0,BACHELOR'S,SOFTWARE ENGINEER,IT,34.04,LOW,Y,33,Fall
C,2022-12-25,2023-01-10,VERMONT SERVICE CENTER,CANADA,46.0,MASTER'S,PROGRAMMER ANALYST,IT,34.04,LOW,Y,16,Winter
C,2022-05-14,2022-07-13,POTOMAC SERVICE CENTER,INDIA,51.0,MASTER'S,SOFTWARE ENGINEER,EDUCATION,34.04,LOW,Y,60,Spring
C,2022-02-19,2022-03-27,CALIFORNIA SERVICE CENTER,INDIA,25.0,BACHELOR'S,GENERAL DENTIST,EDUCATION,32.1,LOW,N,36,Winter
C,2022-12-07,2022-12-25,NEBRASKA SERVICE CENTER,INDIA,23.0,BACHELOR'S,PHYSICAL THERAPIST,IT,31.11,LOW,Y,18,Winter
C,2022-05-14,2022-06-30,POTOMAC SERVICE CENTER,PHILIPPINES,42.0,DOCTORATE,BUSINESS ANALYST,OTHER,42474.0,LOW,Y,47,Spring
C,2022-05-06,2022-05-24,VERMONT SERVICE CENTER,INDIA,24.0,MASTER'S,PHYSICAL THERAPIST,IT,64709.0,MEDIUM,Y,18,Spring
W,2022-02-14,2022-03-07,POTOMAC SERVICE CENTER,INDIA,29.0,MASTER'S,HEAT TRANSFER PROD DEVPMT ENGINEER,IT,67621.0,MEDIUM,Y,21,Winter
C,2022-10-23,2022-12-08,VERMONT SERVICE CENTER,INDIA,48.0,DOCTORATE,HEAT TRANSFER PROD DEVPMT ENGINEER,EDUCATION,67621.0,MEDIUM,Y,46,Fall
C,2022-05-17,2022-07-04,POTOMAC SERVICE CENTER,INDIA,24.0,MASTER'S,FAMILY PRACTICE PHYSICIAN,IT,134202.0,HIGH,Y,48,Spring
C,2022-12-04,2023-01-13,POTOMAC SERVICE CENTER,CANADA,27.0,BACHELOR'S,INSTRUCTOR - DEPT. OF COMMUNICATION ARTS & SCIENCES,IT,37610.0,LOW,Y,40,Winter
CW,2022-09-02,2022-10-08,POTOMAC SERVICE CENTER,INDIA,56.0,BACHELOR'S,PHYSICAL THERAPIST,IT,77958.0,MEDIUM,Y,36,Fall
C,2022-11-08,2022-11-23,POTOMAC SERVICE CENTER,INDIA,35.0,BACHELOR'S,MERCHANDISER I,EDUCATION,58864.0,LOW,N,15,Fall
C,2022-07-26,2022-08-31,NEBRASKA SERVICE CENTER,INDIA,42.0,MASTER'S,BUSINESS ANALYST,ENGINEERING,60000.0,MEDIUM,Y,36,Summer
C,2022-08-27,2022-10-01,NEBRASKA SERVICE CENTER,INDIA,41.0,MASTER'S,PROGRAMMER ANALYST,IT,78624.0,MEDIUM,Y,35,Summer
C,2022-07-08,2022-08-28,POTOMAC SERVICE CENTER,INDIA,27.0,MASTER'S,PROGRAMMER  ANALYST,IT,58906.0,LOW,Y,51,Summer
C,2022-09-06,2022-11-04,TEXAS SERVICE CENTER,PHILIPPINES,46.0,BACHELOR'S,PROGRAMMER ANALYST,ENGINEERING,61859.0,MEDIUM,Y,59,Fall
C,2022-08-03,2022-09-14,VERMONT SERVICE CENTER,INDIA,32.0,MASTER'S,PROGRAMMER ANALYST,IT,78624.0,MEDIUM,Y,42,Summer
C,2022-02-06,2022-03-31,CALIFORNIA SERVICE CENTER,INDIA,41.0,BACHELOR'S,COMPUTER PROGRAMMER,IT,69971.0,MEDIUM,Y,53,Winter
C,2022-06-24,2022-08-18,POTOMAC SERVICE CENTER,INDIA,50.0,MASTER'S,QUALITY SUPERVISOR,MEDICAL,43493.0,LOW,Y,55,Summer
C,2022-11-18,2022-12-14,VERMONT SERVICE CENTER,CHINA,25.0,MASTER'S,PRINCIPAL CONSULTANT - US - PRACTITIONER,IT,99403.0,MEDIUM,Y,26,Fall
C,2022-10-18,2022-10-28,CALIFORNIA SERVICE CENTER,INDIA,34.0,BACHELOR'S,NETWORK ENGINEER,IT,97302.0,MEDIUM,Y,10,Fall
C,2022-12-07,2023-01-11,VERMONT SERVICE CENTER,CHINA,47.0,MASTER'S,ASSOCIATE CONSULTANT - US,IT,60528.0,MEDIUM,Y,35,Winter
C,2022-02-26,2022-03-15,NEBRASKA SERVICE CENTER,INDIA,51.0,MASTER'S,SENIOR .NET APPLICATION DEVELOPER,IT,83387.0,MEDIUM,Y,17,Winter
W,2022-04-17,2022-06-07,CALIFORNIA SERVICE CENTER,INDIA,53.0,BACHELOR'S,DENTIST,IT,118498.0,HIGH,Y,51,Spring
C,2022-03-22,2022-04-12,TEXAS SERVICE CENTER,INDIA,32.0,MASTER'S,SOFTWARE DEVELOPER,IT,75941.0,MEDIUM,Y,21,Spring
C,2022-02-15,2022-03-18,TEXAS SERVICE CENTER,INDIA,57.0,MASTER'S,DEVELOPER USER INTERFACE,FINANCE,70429.0,MEDIUM,Y,31,Winter
C,2022-02-16,2022-04-02,TEXAS SERVICE CENTER,INDIA,27.0,MASTER'S,SOFTWARE DEVELOPER,ENGINEERING,75941.0,MEDIUM,Y,45,Winter
C,2022-12-10,2022-12-23,CALIFORNIA SERVICE CENTER,INDIA,24.0,MASTER'S,PROGRAMMER ANALYST,IT,79019.0,MEDIUM,Y,13,Winter
C,2022-12-01,2022-12-24,TEXAS SERVICE CENTER,INDIA,48.0,MASTER'S,SEMICONDUCTOR DESIGN ENGINEER,OTHER,79248.0,MEDIUM,Y,23,Winter
C,2022-08-29,2022-10-09,VERMONT SERVICE CENTER,INDIA,41.0,MASTER'S,SOFTWARE ENGINEER,IT,73882.0,MEDIUM,Y,41,Summer
C,2022-02-06,2022-03-05,TEXAS SERVICE CENTER,INDIA,25.0,MASTER'S,CONSULTANT - APPLICATIONS PROGRAMMING,IT,97365.0,MEDIUM,N,27,Winter
C,2022-07-09,2022-08-23,CALIFORNIA SERVICE CENTER,INDIA,54.0,MASTER'S,SOFTWARE DEVELOPER,OTHER,75941.0,MEDIUM,Y,45,Summer
C,2022-10-07,2022-11-24,NEBRASKA SERVICE CENTER,INDIA,44.0,MASTER'S,VP; BUSINESS SOLUTION CNSLT - TECH,ENGINEERING,93163.0,MEDIUM,Y,48,Fall
C,2022-09-09,2022-10-10,CALIFORNIA SERVICE CENTER,INDIA,53.0,MASTER'S,SOFTWARE DEVELOPER,MEDICAL,75941.0,MEDIUM,Y,31,Fall
C,2022-09-28,2022-11-19,POTOMAC SERVICE CENTER,INDIA,48.0,MASTER'S,CHANGE CONTROL MANAGER,FINANCE,79477.0,MEDIUM,Y,52,Fall
C,2022-01-28,2022-03-11,CALIFORNIA SERVICE CENTER,CANADA,41.0,BACHELOR'S,SENIOR QA ANALYST,IT,61610.0,MEDIUM,Y,42,Winter
C,2022-04-07,2022-05-12,TEXAS SERVICE CENTER,INDIA,23.0,BACHELOR'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,IT,57533.0,LOW,Y,35,Spring
C,2022-01-15,2022-03-05,NEBRASKA SERVICE CENTER,INDIA,58.0,MASTER'S,QUALITY ANALYST,FINANCE,97365.0,MEDIUM,Y,49,Winter
C,2022-08-26,2022-09-11,TEXAS SERVICE CENTER,INDIA,26.0,BACHELOR'S,SOFTWARE DEVELOPER,IT,89232.0,MEDIUM,Y,16,Summer
C,2022-06-12,2022-08-05,NEBRASKA SERVICE CENTER,INDIA,24.0,MASTER'S,AVP; CNSLT- APPS PROG,IT,93163.0,MEDIUM,Y,54,Summer
C,2022-05-09,2022-06-01,CALIFORNIA SERVICE CENTER,CANADA,27.0,MASTER'S,SOFTWARE DEVELOPER,IT,137010.0,HIGH,Y,23,Spring
C,2022-04-01,2022-05-15,VERMONT SERVICE CENTER,CHINA,41.0,BACHELOR'S,COMPUTER PROGRAMMER,IT,112278.0,HIGH,Y,44,Spring
