case_status,application_date,decision_date,processing_office,applicant_country,applicant_age,education_level,job_title,occupation_category,prevailing_wage,wage_category,full_time_position
C,16-10-2022,28-10-2022,nan,INDIA,37,BACHELOR'S,SOFTWARE ENGINEER,IT,68827,MEDIUM,Y
C,07-09-2022,20-09-2022,VERMONT SERVICE CENTER,INDIA,41,BACHELOR'S,BI CONSULTANT - II,IT,85197,MEDIUM,Y
C,23-06-2022,11-07-2022,POTOMAC SERVICE CENTER,INDIA,26,BACHELOR'S,MANAGER-SOFTWARE/APPLICATION ARCHITECT,ENGINEERING,101566,HIGH,Y
C,26-05-2022,24-06-2022,nan,CHINA,57,MASTER'S,JAVA DEVELOPER - II,IT,85197,MEDIUM,Y
C,24-02-2022,25-03-2022,nan,CHINA,44,nan,TECHNOLOGY LEAD - US,IT,78957,MEDIUM,Y
C,,,nan,INDIA,48,DOCTORATE,BI CONSULTANT - II,IT,85197,MEDIUM,Y
C,24-07-2022,03-09-2022,POTOMAC SERVICE CENTER,INDIA,48,MASTER'S,AVP; TECH PROG ASSOCIATE,IT,68827,MEDIUM,N
C,08-12-2022,15-01-2023,CALIFORNIA SERVICE CENTER,CANADA,36,BACHELOR'S,NETWORK/SYSTEM ENGINEER IV,EDUCATION,58.67,LOW,Y
C,01-06-2022,23-06-2022,NEBRASKA SERVICE CENTER,MEXICO,49,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,IT,98883,MEDIUM,Y
C,31-03-2022,15-04-2022,TEXAS SERVICE CENTER,INDIA,35,BACHELOR'S,SALESFORCE DEVELOPER,IT,85197,MEDIUM,Y
C,09-05-2022,06-07-2022,nan,CHINA,40,MASTER'S,DEVELOPER,IT,68827,MEDIUM,Y
C,18-11-2022,09-12-2022,nan,INDIA,24,MASTER'S,JAVA DEVELOPER - II,IT,85197,MEDIUM,Y
C,18-07-2022,04-08-2022,TEXAS SERVICE CENTER,PHILIPPINES,23,MASTER'S,COMPUTER PROGRAMMER ANALYST,FINANCE,78957,MEDIUM,Y
C,02-09-2022,05-10-2022,TEXAS SERVICE CENTER,CHINA,28,MASTER'S,BI CONSULTANT - II,IT,85197,MEDIUM,N
C,11-05-2022,30-05-2022,nan,INDIA,56,MASTER'S,ENGINEERING ANALYST,IT,62754,MEDIUM,Y
C,09-07-2022,25-08-2022,NEBRASKA SERVICE CENTER,INDIA,,MASTER'S,OFFICER; TECHNOLOGY ASSOCIATE,IT,62754,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,CHINA,35,MASTER'S,RISK ANALYST,IT,54538,LOW,Y
C,14-12-2022,03-02-2023,TEXAS SERVICE CENTER,PHILIPPINES,51,MASTER'S,BUSINESS ANALYST - ANALYTICS,IT,54059,LOW,N
CW,26-05-2022,18-07-2022,nan,INDIA,38,MASTER'S,QA ANALYST,IT,76586,MEDIUM,Y
C,29-08-2022,06-10-2022,CALIFORNIA SERVICE CENTER,INDIA,42,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,IT,90646,MEDIUM,Y
C,10-10-2022,04-11-2022,nan,nan,,DOCTORATE,OFFICER; TECHNOLOGY ASSOCIATE,MEDICAL,68827,MEDIUM,Y
W,02-06-2022,07-07-2022,TEXAS SERVICE CENTER,INDIA,42,MASTER'S,ORACLE APPLICATIONS CONSULTANT II,IT,117936,HIGH,Y
C,,,TEXAS SERVICE CENTER,INDIA,57,nan,SOFTWARE ENGINEER II,ENGINEERING,68827,MEDIUM,Y
C,13-06-2022,19-07-2022,CALIFORNIA SERVICE CENTER,INDIA,25,MASTER'S,SENIOR SOLUTION ENGINEER,IT,83304,MEDIUM,Y
C,15-06-2022,01-08-2022,nan,CHINA,22,BACHELOR'S,SOFTWARE ENGINEER,IT,90646,MEDIUM,Y
C,20-02-2022,06-03-2022,NEBRASKA SERVICE CENTER,CHINA,24,BACHELOR'S,RF ENGINEER,IT,71843,MEDIUM,Y
C,19-07-2022,12-09-2022,POTOMAC SERVICE CENTER,CANADA,37,BACHELOR'S,SOFTWARE ENGINEER,IT,70554,MEDIUM,Y
C,03-07-2022,20-08-2022,TEXAS SERVICE CENTER,INDIA,24,BACHELOR'S,TECHNOLOGY ANALYST - US - PRACTITIONER,IT,62754,MEDIUM,Y
C,,,VERMONT SERVICE CENTER,MEXICO,32,BACHELOR'S,PROGRAMMER ANALYST,IT,62754,MEDIUM,Y
C,03-07-2022,15-07-2022,POTOMAC SERVICE CENTER,SOUTH KOREA,,MASTER'S,SR. MARKETING ANALYST (15-1199.08 BUSINESS INTELLIGENCE AN),FINANCE,79498,MEDIUM,Y
C,20-08-2022,04-09-2022,CALIFORNIA SERVICE CENTER,INDIA,47,DOCTORATE,SENIOR DEVELOPER,ENGINEERING,40.96,LOW,Y
C,09-10-2022,03-12-2022,TEXAS SERVICE CENTER,INDIA,53,MASTER'S,SENIOR SOFTWARE DEVELOPER (PEGA ARCHITECT),ENGINEERING,90646,MEDIUM,Y
C,02-10-2022,24-10-2022,CALIFORNIA SERVICE CENTER,INDIA,33,MASTER'S,VP; CONSULTANT II - DB ANLT/ADM,IT,71323,MEDIUM,Y
C,15-05-2022,03-07-2022,CALIFORNIA SERVICE CENTER,INDIA,37,BACHELOR'S,COMPUTER AND INFORMATION RESEARCH SCIENTIST,IT,45469,LOW,Y
C,06-09-2022,07-10-2022,CALIFORNIA SERVICE CENTER,INDIA,29,MASTER'S,DATA ANALYST,IT,54059,LOW,Y
C,20-02-2022,28-03-2022,TEXAS SERVICE CENTER,INDIA,55,MASTER'S,ORACLE APPLICATIONS DBA - II,IT,85197,MEDIUM,Y
W,02-02-2022,09-03-2022,NEBRASKA SERVICE CENTER,INDIA,57,BACHELOR'S,COMPUTER PROGRAMMER,IT,46301,LOW,Y
C,07-06-2022,22-06-2022,CALIFORNIA SERVICE CENTER,CHINA,,BACHELOR'S,SR.PROGRAMMER ANALYST,IT,79414,MEDIUM,Y
C,14-07-2022,09-08-2022,NEBRASKA SERVICE CENTER,INDIA,50,DOCTORATE,DEVELOPER,IT,67891,MEDIUM,Y
C,,,VERMONT SERVICE CENTER,INDIA,29,MASTER'S,SENIOR CONSULTANT,ENGINEERING,62754,MEDIUM,Y
C,15-01-2022,27-01-2022,nan,INDIA,37,MASTER'S,COMPUTER PROGRAMMER,EDUCATION,89502,MEDIUM,Y
C,31-10-2022,29-12-2022,TEXAS SERVICE CENTER,INDIA,38,MASTER'S,FAMILY MEDICINE PRACTITIONER,MEDICAL,187200,HIGH,Y
W,11-04-2022,01-05-2022,nan,INDIA,40,BACHELOR'S,FAMILY MEDICINE PRACTITIONER,IT,187200,HIGH,Y
C,13-12-2022,08-02-2023,CALIFORNIA SERVICE CENTER,MEXICO,46,DOCTORATE,COMPUTER PROGRAMMER,IT,63669,MEDIUM,Y
C,28-03-2022,24-04-2022,CALIFORNIA SERVICE CENTER,CHINA,51,MASTER'S,.NET DEVELOPER,IT,72987,MEDIUM,Y
C,26-12-2022,23-02-2023,nan,CANADA,29,BACHELOR'S,SENIOR .NET DEVELOPER,MEDICAL,58718,LOW,N
C,24-03-2022,09-04-2022,NEBRASKA SERVICE CENTER,CHINA,31,MASTER'S,BUSINESS ANALYST,MEDICAL,63315,MEDIUM,Y
C,,,TEXAS SERVICE CENTER,INDIA,46,MASTER'S,PROGRAMMER ANALYST,ENGINEERING,66518,MEDIUM,N
CW,11-12-2022,03-02-2023,VERMONT SERVICE CENTER,CANADA,32,MASTER'S,PROGRAMMER ANALYST,IT,66518,MEDIUM,Y
C,22-04-2022,10-05-2022,POTOMAC SERVICE CENTER,CHINA,39,MASTER'S,SENIOR PEOPLESOFT SPECIALIST,IT,103272,HIGH,Y
C,06-01-2022,18-02-2022,POTOMAC SERVICE CENTER,CHINA,37,nan,SOFTWARE ENGINEER,IT,44.24,LOW,Y
C,03-12-2022,24-01-2023,TEXAS SERVICE CENTER,INDIA,24,MASTER'S,SENIOR PROGRAMMER ANALYST,IT,106100,HIGH,Y
C,04-12-2022,28-01-2023,VERMONT SERVICE CENTER,INDIA,58,MASTER'S,SENIOR SOFTWARE DEVELOPER,OTHER,110490,HIGH,Y
C,27-07-2022,25-08-2022,CALIFORNIA SERVICE CENTER,CHINA,28,BACHELOR'S,SOFTWARE ENGINEER,MEDICAL,90646,MEDIUM,Y
C,17-06-2022,18-07-2022,VERMONT SERVICE CENTER,INDIA,58,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,IT,53.12,LOW,Y
C,08-07-2022,12-08-2022,CALIFORNIA SERVICE CENTER,nan,40,BACHELOR'S,COLD FUSION APPLICATION DEVELOPER,IT,70803,MEDIUM,Y
C,14-11-2022,26-11-2022,TEXAS SERVICE CENTER,INDIA,,nan,WORKDAY CONSULTANT,IT,83304,MEDIUM,Y
C,03-06-2022,06-07-2022,POTOMAC SERVICE CENTER,INDIA,,BACHELOR'S,PROGRAMMER ANALYST,IT,43.58,LOW,Y
W,30-12-2022,10-02-2023,VERMONT SERVICE CENTER,INDIA,33,MASTER'S,PROGRAMMER ANALYST,FINANCE,66518,MEDIUM,Y
C,10-03-2022,02-05-2022,VERMONT SERVICE CENTER,INDIA,49,MASTER'S,PEOPLESOFT SPECIALIST,IT,83304,MEDIUM,Y
C,29-05-2022,27-06-2022,VERMONT SERVICE CENTER,CANADA,43,nan,SOFTWARE ENGINEER,ENGINEERING,34.04,LOW,Y
C,13-03-2022,26-04-2022,NEBRASKA SERVICE CENTER,PHILIPPINES,38,BACHELOR'S,RESEARCH FELLOW,ENGINEERING,26.69,LOW,Y
C,22-06-2022,05-08-2022,VERMONT SERVICE CENTER,INDIA,27,BACHELOR'S,SYSTEMS ADMINISTRATOR,IT,85280,MEDIUM,Y
CW,15-12-2022,07-02-2023,VERMONT SERVICE CENTER,INDIA,42,MASTER'S,BUSINESS ANALYST,ENGINEERING,83304,MEDIUM,Y
CW,02-10-2022,04-11-2022,TEXAS SERVICE CENTER,INDIA,26,BACHELOR'S,SOFTWARE ENGINEER,IT,34.04,LOW,Y
C,25-12-2022,10-01-2023,VERMONT SERVICE CENTER,CANADA,46,MASTER'S,PROGRAMMER ANALYST,IT,34.04,LOW,Y
C,14-05-2022,13-07-2022,nan,INDIA,51,MASTER'S,SOFTWARE ENGINEER,EDUCATION,34.04,LOW,Y
C,19-02-2022,27-03-2022,CALIFORNIA SERVICE CENTER,INDIA,25,BACHELOR'S,GENERAL DENTIST,EDUCATION,32.1,LOW,N
C,07-12-2022,25-12-2022,NEBRASKA SERVICE CENTER,INDIA,23,BACHELOR'S,PHYSICAL THERAPIST,IT,31.11,LOW,Y
C,14-05-2022,30-06-2022,POTOMAC SERVICE CENTER,PHILIPPINES,42,DOCTORATE,BUSINESS ANALYST,OTHER,42474,LOW,Y
C,,,CALIFORNIA SERVICE CENTER,nan,,MASTER'S,R&D SCIENTIST,ENGINEERING,73944,MEDIUM,Y
C,06-05-2022,24-05-2022,VERMONT SERVICE CENTER,nan,24,MASTER'S,PHYSICAL THERAPIST,IT,64709,MEDIUM,Y
W,14-02-2022,07-03-2022,nan,INDIA,29,MASTER'S,HEAT TRANSFER PROD DEVPMT ENGINEER,IT,67621,MEDIUM,Y
C,23-10-2022,08-12-2022,VERMONT SERVICE CENTER,INDIA,48,DOCTORATE,HEAT TRANSFER PROD DEVPMT ENGINEER,EDUCATION,67621,MEDIUM,Y
C,17-05-2022,04-07-2022,nan,INDIA,24,nan,FAMILY PRACTICE PHYSICIAN,IT,134202,HIGH,Y
C,04-12-2022,13-01-2023,POTOMAC SERVICE CENTER,CANADA,27,BACHELOR'S,INSTRUCTOR - DEPT. OF COMMUNICATION ARTS & SCIENCES,IT,37610,LOW,Y
CW,02-09-2022,08-10-2022,POTOMAC SERVICE CENTER,INDIA,56,BACHELOR'S,PHYSICAL THERAPIST,IT,77958,MEDIUM,Y
C,08-11-2022,23-11-2022,POTOMAC SERVICE CENTER,INDIA,35,BACHELOR'S,MERCHANDISER I,EDUCATION,58864,LOW,N
C,26-07-2022,31-08-2022,NEBRASKA SERVICE CENTER,INDIA,42,MASTER'S,BUSINESS ANALYST,ENGINEERING,60000,MEDIUM,Y
C,27-08-2022,01-10-2022,NEBRASKA SERVICE CENTER,nan,,MASTER'S,PROGRAMMER ANALYST,IT,78624,MEDIUM,Y
C,08-07-2022,28-08-2022,POTOMAC SERVICE CENTER,INDIA,27,MASTER'S,PROGRAMMER  ANALYST,IT,58906,LOW,Y
C,06-09-2022,04-11-2022,TEXAS SERVICE CENTER,PHILIPPINES,46,BACHELOR'S,PROGRAMMER ANALYST,ENGINEERING,61859,MEDIUM,Y
C,03-08-2022,14-09-2022,VERMONT SERVICE CENTER,INDIA,32,MASTER'S,PROGRAMMER ANALYST,IT,78624,MEDIUM,Y
C,06-02-2022,31-03-2022,CALIFORNIA SERVICE CENTER,INDIA,,BACHELOR'S,COMPUTER PROGRAMMER,IT,69971,MEDIUM,Y
C,24-06-2022,18-08-2022,nan,INDIA,50,MASTER'S,QUALITY SUPERVISOR,MEDICAL,43493,LOW,Y
C,,,nan,CHINA,35,BACHELOR'S,MEDICAL DIRECTOR,IT,40.91,LOW,Y
C,18-11-2022,14-12-2022,VERMONT SERVICE CENTER,CHINA,25,MASTER'S,PRINCIPAL CONSULTANT - US - PRACTITIONER,IT,99403,MEDIUM,Y
C,18-10-2022,28-10-2022,CALIFORNIA SERVICE CENTER,INDIA,34,BACHELOR'S,NETWORK ENGINEER,IT,97302,MEDIUM,Y
C,07-12-2022,11-01-2023,VERMONT SERVICE CENTER,CHINA,47,MASTER'S,ASSOCIATE CONSULTANT - US,IT,60528,MEDIUM,Y
C,26-02-2022,15-03-2022,NEBRASKA SERVICE CENTER,INDIA,51,MASTER'S,SENIOR .NET APPLICATION DEVELOPER,IT,83387,MEDIUM,Y
W,17-04-2022,07-06-2022,CALIFORNIA SERVICE CENTER,INDIA,53,BACHELOR'S,DENTIST,IT,118498,HIGH,Y
C,22-03-2022,12-04-2022,TEXAS SERVICE CENTER,INDIA,32,MASTER'S,SOFTWARE DEVELOPER,IT,75941,MEDIUM,Y
C,15-02-2022,18-03-2022,TEXAS SERVICE CENTER,INDIA,57,MASTER'S,DEVELOPER USER INTERFACE,FINANCE,70429,MEDIUM,Y
C,16-02-2022,02-04-2022,TEXAS SERVICE CENTER,INDIA,27,nan,SOFTWARE DEVELOPER,ENGINEERING,75941,MEDIUM,Y
C,10-12-2022,23-12-2022,CALIFORNIA SERVICE CENTER,INDIA,24,MASTER'S,PROGRAMMER ANALYST,IT,79019,MEDIUM,Y
C,01-12-2022,24-12-2022,TEXAS SERVICE CENTER,INDIA,48,MASTER'S,SEMICONDUCTOR DESIGN ENGINEER,OTHER,79248,MEDIUM,Y
C,29-08-2022,09-10-2022,VERMONT SERVICE CENTER,INDIA,,MASTER'S,SOFTWARE ENGINEER,IT,73882,MEDIUM,Y
C,,,NEBRASKA SERVICE CENTER,INDIA,,BACHELOR'S,"MANAGER, BUSINESS SYSTEMS ANALYSIS",IT,57574,LOW,Y
C,06-02-2022,05-03-2022,TEXAS SERVICE CENTER,INDIA,25,MASTER'S,CONSULTANT - APPLICATIONS PROGRAMMING,IT,97365,MEDIUM,N
C,09-07-2022,23-08-2022,CALIFORNIA SERVICE CENTER,INDIA,54,MASTER'S,SOFTWARE DEVELOPER,OTHER,75941,MEDIUM,Y
C,07-10-2022,24-11-2022,NEBRASKA SERVICE CENTER,INDIA,44,MASTER'S,VP; BUSINESS SOLUTION CNSLT - TECH,ENGINEERING,93163,MEDIUM,Y
C,09-09-2022,10-10-2022,CALIFORNIA SERVICE CENTER,INDIA,53,MASTER'S,SOFTWARE DEVELOPER,MEDICAL,75941,MEDIUM,Y
C,28-09-2022,19-11-2022,nan,INDIA,48,MASTER'S,CHANGE CONTROL MANAGER,FINANCE,79477,MEDIUM,Y
C,28-01-2022,11-03-2022,CALIFORNIA SERVICE CENTER,CANADA,,BACHELOR'S,SENIOR QA ANALYST,IT,61610,MEDIUM,Y
C,07-04-2022,12-05-2022,TEXAS SERVICE CENTER,INDIA,23,BACHELOR'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,IT,57533,LOW,Y
C,15-01-2022,05-03-2022,NEBRASKA SERVICE CENTER,nan,58,MASTER'S,QUALITY ANALYST,FINANCE,97365,MEDIUM,Y
C,26-08-2022,11-09-2022,TEXAS SERVICE CENTER,INDIA,26,BACHELOR'S,SOFTWARE DEVELOPER,IT,89232,MEDIUM,Y
C,12-06-2022,05-08-2022,NEBRASKA SERVICE CENTER,INDIA,24,MASTER'S,AVP; CNSLT- APPS PROG,IT,93163,MEDIUM,Y
C,09-05-2022,01-06-2022,CALIFORNIA SERVICE CENTER,CANADA,27,MASTER'S,SOFTWARE DEVELOPER,IT,137010,HIGH,Y
C,01-04-2022,15-05-2022,VERMONT SERVICE CENTER,CHINA,,BACHELOR'S,COMPUTER PROGRAMMER,IT,112278,HIGH,Y
C,17-04-2022,11-06-2022,NEBRASKA SERVICE CENTER,INDIA,35,MASTER'S,TECHNOLOGY ANALYST - US,IT,57533,LOW,Y
C,,,NEBRASKA SERVICE CENTER,INDIA,,MASTER'S,LEAD-TECHNOLOGY/APPLICATION ARCHITECT,IT,89232,MEDIUM,N
C,04-01-2022,17-01-2022,VERMONT SERVICE CENTER,nan,59,DOCTORATE,MECHANICAL ENGINEERS - II,IT,81203,MEDIUM,N
C,27-07-2022,27-08-2022,POTOMAC SERVICE CENTER,CANADA,58,MASTER'S,VICE PRESIDENT; CONSULTANT - APPS PROG,IT,79477,MEDIUM,Y
W,14-05-2022,05-06-2022,VERMONT SERVICE CENTER,INDIA,34,MASTER'S,APPLICATION DESIGNER,IT,72342,MEDIUM,Y
C,05-08-2022,31-08-2022,VERMONT SERVICE CENTER,INDIA,42,MASTER'S,TECHNOLOGY ANALYST - US,ENGINEERING,57533,LOW,Y
C,21-08-2022,04-10-2022,POTOMAC SERVICE CENTER,INDIA,29,MASTER'S,AVP; CONSULTANT - SYSTEM ENG,IT,104125,HIGH,Y
CW,08-04-2022,29-04-2022,VERMONT SERVICE CENTER,INDIA,49,MASTER'S,SEMICONDUCTOR DESIGN ENGINEER,FINANCE,99882,MEDIUM,Y
C,18-07-2022,07-08-2022,NEBRASKA SERVICE CENTER,CANADA,,MASTER'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,FINANCE,57533,LOW,Y
C,31-01-2022,23-03-2022,TEXAS SERVICE CENTER,INDIA,55,DOCTORATE,STATISTICIAN,IT,23.91,LOW,Y
C,20-01-2022,17-03-2022,CALIFORNIA SERVICE CENTER,INDIA,37,BACHELOR'S,SYSTEM ARCHITECT - III,IT,79477,MEDIUM,Y
C,,,nan,INDIA,30,MASTER'S,QUALITY ANALYST,IT,97365,MEDIUM,Y
C,03-03-2022,18-03-2022,POTOMAC SERVICE CENTER,INDIA,44,MASTER'S,SR. SQA TEST ENGINEER,FINANCE,97365,MEDIUM,Y
C,01-02-2022,02-03-2022,nan,INDIA,31,BACHELOR'S,AVP; LEAD CNSLT - TECH APP ENGIN,IT,125549,HIGH,N
C,18-07-2022,28-07-2022,POTOMAC SERVICE CENTER,PHILIPPINES,,MASTER'S,TECHNOLOGY LEAD - US,IT,76170,MEDIUM,Y
C,,,CALIFORNIA SERVICE CENTER,INDIA,24,MASTER'S,OFFICER; CONSULTANT - APPS PROG,FINANCE,107390,HIGH,Y
C,,,VERMONT SERVICE CENTER,INDIA,42,BACHELOR'S,TECHNOLOGY LEAD - US,EDUCATION,75525,MEDIUM,Y
C,11-07-2022,08-08-2022,TEXAS SERVICE CENTER,INDIA,35,MASTER'S,DEVELOPER USER INTERFACE,IT,54974,LOW,Y
C,01-06-2022,11-07-2022,POTOMAC SERVICE CENTER,INDIA,41,BACHELOR'S,DEVELOPER,IT,74630,MEDIUM,N
D,15-12-2022,09-01-2023,TEXAS SERVICE CENTER,INDIA,38,MASTER'S,BI ANALYST,IT,43722,LOW,Y
C,19-02-2022,18-04-2022,POTOMAC SERVICE CENTER,CHINA,42,MASTER'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,IT,57533,LOW,Y
C,09-02-2022,08-03-2022,POTOMAC SERVICE CENTER,CHINA,51,MASTER'S,QUALITY ASSURANCE TESTER,IT,97365,MEDIUM,N
C,29-04-2022,03-06-2022,NEBRASKA SERVICE CENTER,INDIA,26,BACHELOR'S,VP; CNSLT-APPS PROG,MEDICAL,42.9,LOW,N
C,18-06-2022,06-07-2022,TEXAS SERVICE CENTER,CANADA,48,BACHELOR'S,CHANGE CONTROL MANAGER,ENGINEERING,79477,MEDIUM,Y
C,24-08-2022,26-09-2022,nan,nan,30,BACHELOR'S,SOFTWARE DEVELOPER,IT,75941,MEDIUM,Y
C,,,VERMONT SERVICE CENTER,INDIA,23,MASTER'S,QA ENGINEER,FINANCE,82347,MEDIUM,N
C,05-06-2022,11-07-2022,nan,INDIA,34,nan,FUSION ALGORITHM DEVELOPMENT ENGINEER,IT,62941,MEDIUM,Y
C,07-02-2022,19-02-2022,POTOMAC SERVICE CENTER,MEXICO,56,MASTER'S,CONSULTANT,OTHER,61610,MEDIUM,Y
C,15-07-2022,31-07-2022,TEXAS SERVICE CENTER,INDIA,33,DOCTORATE,TEST ANALYST - US - PROFESSIONAL,IT,43722,LOW,Y
C,27-10-2022,29-11-2022,CALIFORNIA SERVICE CENTER,CHINA,32,nan,APPLICATION ARCHITECT,IT,93163,MEDIUM,Y
C,07-05-2022,28-05-2022,TEXAS SERVICE CENTER,INDIA,57,BACHELOR'S,DEVELOPER USER INTERFACE,IT,70429,MEDIUM,Y
C,23-04-2022,11-05-2022,CALIFORNIA SERVICE CENTER,INDIA,51,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,89232,MEDIUM,N
C,,,VERMONT SERVICE CENTER,INDIA,32,MASTER'S,CIVIL ENGINEER,IT,32.62,LOW,Y
C,12-01-2022,01-02-2022,nan,INDIA,45,nan,FUSION ALGORITHM DEVELOMENT ENGINEER,IT,68640,MEDIUM,Y
C,20-06-2022,19-07-2022,NEBRASKA SERVICE CENTER,INDIA,23,MASTER'S,JUNIOR ENGINEERING DESIGNER,OTHER,23.29,LOW,N
C,23-07-2022,20-09-2022,POTOMAC SERVICE CENTER,INDIA,27,BACHELOR'S,QA ENGINEER,FINANCE,79477,MEDIUM,Y
C,05-03-2022,27-03-2022,TEXAS SERVICE CENTER,INDIA,24,MASTER'S,BI ANALYST,OTHER,43722,LOW,Y
C,30-04-2022,08-06-2022,POTOMAC SERVICE CENTER,PHILIPPINES,41,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,ENGINEERING,93163,MEDIUM,N
C,20-10-2022,31-10-2022,CALIFORNIA SERVICE CENTER,INDIA,54,MASTER'S,TECHNOLOGY ANALYST - US,IT,57533,LOW,Y
C,26-01-2022,20-02-2022,POTOMAC SERVICE CENTER,SOUTH KOREA,55,BACHELOR'S,AVP; CNSLT - APPS PROG,IT,53.07,LOW,N
C,06-07-2022,27-08-2022,TEXAS SERVICE CENTER,PHILIPPINES,,MASTER'S,PRINCIPAL CI/JAVASCRIPT DEVELOPER,FINANCE,138902,HIGH,Y
C,24-03-2022,17-05-2022,NEBRASKA SERVICE CENTER,INDIA,44,DOCTORATE,DEPLOYMENT ENGINEER,IT,62712,MEDIUM,Y
C,,,NEBRASKA SERVICE CENTER,INDIA,29,nan,ANALYST - TESTING,IT,61610,MEDIUM,Y
C,04-09-2022,22-10-2022,VERMONT SERVICE CENTER,INDIA,43,BACHELOR'S,SENIOR QUALITY ASSURANCE ANALYST,EDUCATION,61610,MEDIUM,N
C,28-11-2022,16-12-2022,POTOMAC SERVICE CENTER,PHILIPPINES,46,MASTER'S,COMPUTER SYSTEMS ENGINEERS,IT,21.02,LOW,Y
C,09-06-2022,23-06-2022,POTOMAC SERVICE CENTER,CHINA,39,MASTER'S,SR. PRINCIPAL ENGINEER,FINANCE,125549,HIGH,Y
C,21-11-2022,25-12-2022,CALIFORNIA SERVICE CENTER,nan,45,MASTER'S,SOFTWARE DEVELOPER APPLICATION,IT,107390,HIGH,Y
C,,,POTOMAC SERVICE CENTER,INDIA,,nan,VICE PRESIDENT; LEAD CONSULTANT-APP PROG,IT,90229,MEDIUM,Y
C,19-08-2022,11-09-2022,NEBRASKA SERVICE CENTER,INDIA,32,BACHELOR'S,COMPUTER SYSTEMS ANALYST,EDUCATION,57533,LOW,Y
C,03-12-2022,09-01-2023,TEXAS SERVICE CENTER,INDIA,24,nan,CNSLT - APPS PROG,ENGINEERING,89232,MEDIUM,Y
C,13-07-2022,26-07-2022,VERMONT SERVICE CENTER,INDIA,32,MASTER'S,SENIOR TECHNOLOGY ARCHITECT - US,ENGINEERING,102003,HIGH,N
